0.0,0.01,0.64,22.56,59.9,1.68,0.05,0.06,0.19,0.51,0.17,0.43,0.13,0.05
0.63,0.5,6.26,104.25,93.6,12.22,5.21,2.87,10.4,4.26,2.19,2.53,2.9,3.97
